phenomenonTime,result
2019-11-10T12:45:44.655Z,16.92
2019-11-10T12:44:41.993Z,11.88
2019-11-10T12:43:44.268Z,16.2
2019-11-10T12:41:32.635Z,25.56
2019-11-10T12:40:28.982Z,9
2019-11-10T12:39:26.075Z,33.48
2019-11-10T12:37:19.383Z,19.08
2019-11-10T12:36:36.567Z,19.08
2019-11-10T12:34:42.734Z,14.76
2019-11-10T12:33:40.354Z,23.04
2019-11-10T12:31:33.529Z,6.84
2019-11-10T12:30:29.350Z,10.44
2019-11-10T12:28:45.504Z,32.76
2019-11-10T12:27:53.328Z,16.92
2019-11-10T12:26:49.124Z,6.12
2019-11-10T12:26:08.068Z,16.92
2019-11-10T12:25:14.473Z,8.28
2019-11-10T12:23:12.254Z,9.72
2019-11-10T12:22:25.529Z,2.52
2019-11-10T12:19:28.134Z,10.44
2019-11-10T12:17:52.965Z,0
2019-11-10T12:16:51.069Z,0
2019-11-10T12:16:08.075Z,15.48
2019-11-10T12:12:07.833Z,14.76
2019-11-10T12:11:02.413Z,11.16
2019-11-10T12:10:20.309Z,0
2019-11-10T12:09:28.610Z,8.28
2019-11-10T12:08:24.988Z,0
2019-11-10T12:07:21.945Z,16.2
2019-11-10T12:05:17.372Z,10.44
2019-11-10T12:03:10.064Z,0
2019-11-10T12:01:06.832Z,0
2019-11-10T12:00:00.952Z,10.44
2019-11-10T11:58:57.958Z,5.4
2019-11-10T11:58:15.969Z,5.4
2019-11-10T11:57:23.741Z,0
2019-11-10T11:56:42.034Z,6.84
2019-11-10T11:54:46.117Z,2.52
2019-11-10T11:53:11.707Z,3.96
2019-11-10T11:52:08.819Z,11.16
2019-11-10T11:51:06.034Z,14.04
2019-11-10T11:50:02.740Z,11.16
2019-11-10T11:48:59.729Z,21.24
2019-11-10T11:46:57.904Z,23.04
2019-11-10T11:46:11.511Z,3.24
2019-11-10T11:41:38.599Z,5.4
2019-11-10T11:39:51.022Z,11.88
2019-11-10T11:39:02.003Z,11.88
2019-11-10T11:37:57.304Z,11.88
2019-11-10T11:36:53.712Z,0
2019-11-10T11:36:14.006Z,18.36
2019-11-10T11:33:13.856Z,9
2019-11-10T11:32:16.402Z,20.52
2019-11-10T11:31:13.121Z,14.76
2019-11-10T11:30:08.200Z,0
2019-11-10T11:29:04.080Z,7.56
2019-11-10T11:27:59.624Z,9.72
2019-11-10T11:24:49.361Z,12.6
2019-11-10T11:22:47.529Z,0
2019-11-10T11:20:37.951Z,11.16
2019-11-10T11:19:36.783Z,8.28
2019-11-10T11:18:31.823Z,0
2019-11-10T11:16:25.291Z,6.84
2019-11-10T11:13:15.853Z,15.48
2019-11-10T11:11:10.336Z,0
2019-11-10T11:10:07.610Z,16.92
2019-11-10T11:09:05.134Z,10.44
2019-11-10T11:08:01.080Z,11.88
2019-11-10T11:05:22.907Z,10.44
2019-11-10T11:04:20.011Z,0
2019-11-10T11:03:16.902Z,11.16
2019-11-10T11:02:13.806Z,11.88
2019-11-10T11:01:12.195Z,13.32
2019-11-10T11:00:09.760Z,17.64
2019-11-10T10:59:05.557Z,6.12
2019-11-10T10:58:03.035Z,15.48
2019-11-10T10:57:00.385Z,16.92
2019-11-10T10:55:56.435Z,15.48
2019-11-10T10:53:49.857Z,8.28
2019-11-10T10:52:48.964Z,11.16
2019-11-10T10:51:43.813Z,0
2019-11-10T10:50:41.148Z,3.24
2019-11-10T10:49:38.809Z,0
2019-11-10T10:48:34.828Z,13.32
2019-11-10T10:47:32.270Z,17.64
2019-11-10T10:44:23.161Z,8.28
2019-11-10T10:42:15.943Z,16.2
2019-11-10T10:41:13.314Z,19.08
2019-11-10T10:40:12.326Z,0
2019-11-10T10:38:06.485Z,16.2
2019-11-10T10:37:02.486Z,13.32
2019-11-10T10:35:58.843Z,8.28
2019-11-10T10:34:54.899Z,0
2019-11-10T10:33:51.879Z,6.84
2019-11-10T10:32:48.908Z,11.88
2019-11-10T10:31:46.647Z,10.44
2019-11-10T10:26:00.585Z,3.96
2019-11-10T10:24:56.594Z,14.76
2019-11-10T10:22:50.885Z,0
2019-11-10T10:21:46.753Z,0
2019-11-10T10:19:42.774Z,6.84
2019-11-10T10:18:37.717Z,0
2019-11-10T10:17:36.607Z,9
2019-11-10T10:15:30.268Z,6.12
2019-11-10T10:14:26.778Z,5.4
2019-11-10T10:13:23.421Z,0
2019-11-10T10:12:19.930Z,0
2019-11-10T10:11:16.782Z,0
2019-11-10T10:09:10.889Z,4.68
2019-11-10T10:08:09.180Z,15.48
2019-11-10T10:07:06.985Z,3.96
2019-11-10T10:06:02.928Z,4.68
2019-11-10T10:05:00.157Z,0
2019-11-10T10:03:56.155Z,11.16
2019-11-10T10:01:50.073Z,10.44
2019-11-10T10:00:46.911Z,8.28
2019-11-10T09:53:57.935Z,3.24
2019-11-10T09:52:54.521Z,14.04
2019-11-10T09:51:50.937Z,14.04
2019-11-10T09:50:48.661Z,6.84
2019-11-10T09:48:42.999Z,8.28
2019-11-10T09:47:40.717Z,18.36
2019-11-10T09:46:36.076Z,6.12
2019-11-10T09:45:34.547Z,5.4
2019-11-10T09:44:31.678Z,5.4
2019-11-10T09:43:28.473Z,14.76
2019-11-10T09:42:24.975Z,6.12
2019-11-10T09:41:21.894Z,9.72
2019-11-10T09:39:15.566Z,14.04
2019-11-10T09:38:15.550Z,6.84
2019-11-10T09:36:08.896Z,3.24
2019-11-10T09:35:05.741Z,10.44
2019-11-10T09:32:57.964Z,3.24
2019-11-10T09:31:54.146Z,0
2019-11-10T09:30:52.087Z,3.96
2019-11-10T09:29:52.461Z,8.28
2019-11-10T09:27:46.293Z,0
2019-11-10T09:26:39.097Z,0
2019-11-10T09:25:37.085Z,0
2019-11-10T09:24:38.378Z,0
2019-11-10T09:23:31.533Z,0
2019-11-10T09:21:55.676Z,8.28
2019-11-10T09:18:46.359Z,6.12
2019-11-10T09:17:43.796Z,3.96
2019-11-10T09:16:41.160Z,6.12
2019-11-10T09:15:39.580Z,0
